business_name,sector,followers_count,post_date,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,view_rate,view_rate_bin
Fashion Shop Ramallah,Fashion,16500,1777766400000,Sunday,May,reel,#New_colliction #فاشن_شوب_غير_هاي_السنة 😉 👖👚👜🧥 خدمة_التوصيل_متوفرة #عنوان_المحل#دوار_الساعة_شارع_سينما_القصبة_عمارة_الضياء_الشارع_الرئيسي,157,3,28,2.0,0,232,Mixed,True,False,True,False,False,True,0,0.01406060606060606,low_view_rate
Fashion Shop Ramallah,Fashion,16500,1777766400000,Sunday,May,reel,#New_colliction #فاشن_شوب_غير_هاي_السنة 😉 👖👚👜🧥 خدمة_التوصيل_متوفرة #عنوان_المحل#دوار_الساعة_شارع_سينما_القصبة_عمارة_الضياء_الشارع_الرئيسي,157,3,28,2.0,0,207,Mixed,True,False,True,False,False,True,0,0.012545454545454545,low_view_rate
Fashion Shop Ramallah,Fashion,16500,1777680000000,Saturday,May,reel,#New_colliction #فاشن_شوب_غير_هاي_السنة 😉 👖👚👜🧥 خدمة_التوصيل_متوفرة #عنوان_المحل#دوار_الساعة_شارع_سينما_القصبة_عمارة_الضياء_الشارع_الرئيسي,157,3,28,0.0,0,157,Mixed,True,False,True,False,False,True,0,0.009515151515151515,low_view_rate
Grand Stores Mall,Fashion,43000,1778112000000,Thursday,May,reel,New collection 2026. ❤️🔥 تشكيلة بجامات رجالي 50 شيكل فقط,58,1,3,0.0,0,400,Arabic,True,True,True,False,False,True,0,0.009302325581395349,low_view_rate
Grand Stores Mall,Fashion,43000,1778112000000,Thursday,May,reel,New collection 2026. ❤️🔥 تشكيلة بجامات ولادي 40 شيكل فقط,58,1,3,3.0,0,451,Arabic,True,True,True,False,False,True,0,0.010488372093023255,low_view_rate
Grand Stores Mall,Fashion,43000,1778112000000,Thursday,May,reel,New collection 2026 ✨❤️❤️ تشكيلة بجامات ستاتي 50 شيكل فقط,61,1,4,4.0,0,689,Arabic,True,True,True,False,False,True,0,0.016023255813953488,low_view_rate
Grand Stores Mall,Fashion,43000,1778112000000,Thursday,May,reel,❤️❤️❤️ تشكيلة أطقم ستاتي فخمة ومميزة,36,1,4,4.0,0,470,Arabic,True,True,True,False,False,True,0,0.010930232558139534,low_view_rate
Grand Stores Mall,Fashion,43000,1778025600000,Wednesday,May,reel,❤️❤️ متوفر داخل جميع الفروع,27,0,2,20.0,0,4499,Arabic,False,False,False,False,False,True,0,0.10462790697674419,avg_view_rate
Grand Stores Mall,Fashion,43000,1778025600000,Wednesday,May,reel,الرجالي ٥٠ شيكل الولادي ٤٠ شيكل متوفر داخل جميع الفروع,56,0,0,17.0,0,1569,Arabic,False,True,False,False,False,True,0,0.036488372093023254,low_view_rate
Grand Stores Mall,Fashion,43000,1778025600000,Wednesday,May,reel,🔥❤️ تشكيلة جديدة داخل القسم المنزلي,38,1,2,65.0,0,13000,Arabic,True,True,True,False,False,True,0,0.3023255813953488,avg_view_rate
Grand Stores Mall,Fashion,43000,1778025600000,Wednesday,May,reel,🎀🤍 minigood تشكيلة جديدة داخل قسم,36,1,3,83.0,0,15300,Mixed,True,True,True,False,False,True,0,0.3558139534883721,avg_view_rate
Grand Stores Mall,Fashion,43000,1778112000000,Thursday,May,post,🔥❤️ تشكيلة جديدة داخل القسم المنزلي بانتظاركم بكل حب داخل جميع فروع جراند ستورز,83,1,2,10.5,0,1129,Arabic,True,True,True,False,False,True,1,0.02625581395348837,low_view_rate
KOTON Palestine,Fashion,61700,1740268800000,Sunday,February,reel,منستناكم كل يوم 😍✨,20,0,2,529.0,5,105000,Arabic,True,False,False,False,False,True,0,1.7017828200972447,high_view_rate
KOTON Palestine,Fashion,61700,1727568000000,Sunday,September,reel,بدكم تكونو من المميزين؟📍 منستناكم كل يوم 🫶 koton koton #kotonkids #kotonesarp #love #adore #trend #music #custome #clothes #shopping #happy #happybirthday #happylife #beuty #fashion #fashionblogger #fashionstyle #hi 😌 #bye,249,15,4,307.0,0,106000,Mixed,True,True,True,False,False,True,0,1.7179902755267422,high_view_rate
KOTON Palestine,Fashion,61700,1734912000000,Monday,December,reel,تعالو زورونا في فرعنا في ايكون مول 📍✨,38,0,2,988.0,0,167000,Arabic,True,True,True,False,False,True,0,2.706645056726094,high_view_rate
KOTON Palestine,Fashion,61700,1777507200000,Thursday,April,reel,Spring looks you’ll love 🌸✨ كولكشن الربيع من كوتون، ألوان منعشة وستايل خفيف لكل يوم 📍 فروعنا بانتظاركم 🚚 متوفر خدمة التوصيل #كوتون #كولكشن_الربيع #ستايل #موضة,181,4,5,17.0,1,2434,Mixed,True,True,True,False,False,True,0,0.039448946515397085,low_view_rate
KOTON Palestine,Fashion,61700,1776902400000,Thursday,April,reel,New Spring Collection 🌸✨ ستايل خفيف، ألوان منعشة، وأناقة بتفاصيل كوتون 📌 رام الله - سردا - ايكون مول 📌 رام الله - الارسال - مقابل المقاطعة 📌 رام الله - رفيديا - مقابل الاكاديمية خليك جاهزة للربيع بأحلى لوك ♡ #كوتون #كولكشن_الربيع #ستايل #موضة #نيو_كولكشن,298,5,7,15.0,2,2810,Mixed,True,True,True,False,False,True,0,0.04554294975688817,low_view_rate
KOTON Palestine,Fashion,61700,1774310400000,Tuesday,March,reel,شو رأيكم باللون الأسود؟🖤✨ fashion# #رام_الله #outfitoftheday #كوتون #koton#,87,4,2,7.0,0,2659,Mixed,False,True,True,False,False,True,0,0.04309562398703404,low_view_rate
KOTON Palestine,Fashion,61700,1773792000000,Wednesday,March,reel,اني اكثر لبسة حبيتوها؟😍✨ outfitoftheday #fashion #grwmoutfit# #كوتون #koton#,89,4,2,162.0,0,1313,Mixed,False,True,False,False,False,True,0,0.02128038897893031,low_view_rate
KOTON Palestine,Fashion,61700,1773446400000,Saturday,March,reel,مين جاب لبسة العيد من كوتون؟🛍️✨ outfitoftheday #fashion #ootd# #كوتون #koton#,91,4,2,162.0,0,1264,Mixed,False,True,False,True,False,True,0,0.020486223662884925,low_view_rate
Mikkawi 1955,Fashion,55900,1754784000000,Sunday,August,reel,أيقونة فريدة تجمع أرقى ما أبدعه مصممو الأزياء في العالم ✨ تجربة تسوق استثنائية تستحقونها 📍 شارع الأكاديمية - نابلس #نابلس #رام_الله #جنين #ramallah #nablus #jenin #newman #newlady #Geox,190,9,3,152.0,5,310000,Mixed,True,True,True,False,False,True,0,5.545617173524151,high_view_rate
Mikkawi 1955,Fashion,55900,1777939200000,Tuesday,May,reel,في كل مراحل حياتك newlady حاضرة لتنصحكِ بالفرق! ❤️ تنتظركِ تشكيلة رائعة لهذا الموسم 📍 اطلبيها من خلال متجرنا الإلكتروني أو من الرسائل أو تفضلي بزيارة معارضنا لمشاهدة التشكيلة الكاملة! 00972592077766 #نابلس #رام_الله #شوبيدي ramallah #nablus #newlady #mikkawiSS2026 #newcollection,320,7,3,69.0,0,10200,Mixed,True,True,True,False,False,True,0,0.18246869409660108,avg_view_rate
Mikkawi 1955,Fashion,55900,1777852800000,Monday,May,reel,من الإطلالة اليومية المريحة إلى قمة الأناقة والجاذبية مع فستان وحقيبة Marella ✨ حضور يخطف الأنظار لهذا الموسم! 👜 اطلبيها من خلال متجرنا الإلكتروني أو من الرسائل أو تفضلي بزيارة معارضنا لمشاهدة التشكيلة الكاملة! للتفاصيل ابحث من خلال الموقع 2613221151 2613221151270 #نابلس #رام_الله #شوبيدي #marella #ramallah #nablus #newlady #mikkawiSS2026 #newcollection,414,9,4,55.0,0,6552,Mixed,True,True,True,False,False,True,0,0.1172093023255814,avg_view_rate
Mikkawi 1955,Fashion,55900,1777507200000,Thursday,April,reel,محفظة Bugatti الجلدية هي انعكاس لذوقك الرفيع بتصميمها المبتكر تمنحك المساحة والأمان الذي تحتاجه لموسم ربيع وصيف 2026 👜 اطلبيها من خلال متجرنا الإلكتروني أو من الرسائل أو تفضلي بزيارة معارضنا لمشاهدة التشكيلة الكاملة! 00972592077766 #نابلس #رام_الله #جنين #شوبمان ramallah #nablus #jenin #newman #mikkawiSS2026 #newcollection #Bugatti,393,10,3,26.0,0,14900,Mixed,True,True,True,False,False,True,0,0.26654740608228983,avg_view_rate
Mikkawi 1955,Fashion,55900,1777334400000,Tuesday,April,reel,بدلة Di Porto صُممت لتكون الاختيار الأمثل لهذا الموسم 👔 البدلة المثالية للسفر والعمل الطويل تبقى بكامل أناقتك ✨ مصنوعة من أقمشة Di Porto Fit الإيطالية الفاخرة تمنح Cool Wool النسيج المثالي والبارد ❄️ اطلبها من خلال متجرنا الإلكتروني أو من الرسائل أو تفضل بزيارة معارضنا لمشاهدة التشكيلة الكاملة! 00972592077766 #نابلس #رام_الله #جنين #شوبمان ramallah #nablus #jenin #newman #DiPorto #mikkawiSS2026 #newcollection,531,11,6,187.0,4,61600,Mixed,True,True,True,False,False,True,0,1.1019677996422181,high_view_rate
Mikkawi 1955,Fashion,55900,1777075200000,Saturday,April,reel,لأناقة فاتنة لهذا الموسم، اخترنا لكِ تنسيقة متكاملة من Marella مزينة بسكارف، ليضيف لمظهرك جمال لافت ✨ اطلبيها من خلال متجرنا الإلكتروني أو من الرسائل أو تفضلي بزيارة معارضنا لمشاهدة التشكيلة الكاملة! 00972592077766 #نابلس #رام_الله #شوبيدي ramallah #nablus #newlady #marella #mikkawiSS2026 #newcollection,389,8,2,106.0,2,60800,Mixed,True,True,True,False,False,True,0,1.0876565295169947,high_view_rate
Mikkawi 1955,Fashion,55900,1776988800000,Friday,April,reel,بدلة فاخرة من الصوف البارد من Di Porto بقصة Tailored Fit ✨ صُممت بدقة، بتقنية Travel Suit لتوفر لك راحة استثنائية ومظهر أنيق في جميع مناسباتك لهذا الموسم 👔 اطلبها من خلال متجرنا الإلكتروني أو من الرسائل أو تفضل بزيارة معارضنا لمشاهدة التشكيلة الكاملة! 00972592077766 #نابلس #رام_الله #جنين #شوبمان ramallah #nablus #jenin #newman #DiPorto #mikkawiSS2026 #newcollection,484,11,4,67.0,0,9618,Mixed,True,True,True,False,False,True,0,0.17205724508050088,avg_view_rate
Mikkawi 1955,Fashion,55900,1777075200000,Saturday,April,post,حذاء Spherica من Geox ليس مجرد حذاء، هو رفيقك المثالي لراحة استثنائية لهذا الموسم، بتصميم يكمل أناقتك 🇮🇹👟 اطلبه من خلال متجرنا الإلكتروني أو من الرسائل 📩 أو تفضل بزيارتنا في جميع فروع Geox Palestine لمشاهدة التشكيلة الكاملة! 📍 https://wa.me/972592077766,287,0,5,58.0,0,37850,Mixed,True,True,True,False,False,True,1,0.6771019677996423,high_view_rate
EUROMODA,Fashion,14800,1696291200000,Tuesday,October,reel,Shopping Euromoda with friends! ✨ يورومودا خيارك الدائم لكل مناسبة 📍رام الله مول، b2 - شارع الإرسال خدمة التوصيل للضفة والداخل,117,0,2,98.0,1,56400,Mixed,True,True,True,False,False,True,0,3.810810810810811,high_view_rate
EUROMODA,Fashion,14800,1695859200000,Thursday,September,reel,أضيفي اللمسة المفقودة الى لِبسك من يورومودا ✨ رام الله مول، b2 - شارع الإرسال خدمة التوصيل للضفة والداخل #ramallah #fashion #clothingbrand #stylingtips #fashioninspo #euromoda #palestine,198,7,1,210.0,1,50800,Mixed,True,True,True,False,True,True,0,3.4324324324324325,high_view_rate
EUROMODA,Fashion,14800,1695686400000,Tuesday,September,reel,✅ أساسيات الجامعة: الكتب ✅ إضافة من يورومودا ✨ وهيك صرتي جاهزة ترُوحي بداية اليوم 📍رام الله مول، b2 - شارع الإرسال خدمة التوصيل للضفة والداخل #fashiontrends #fashioninspo #ramallah #palestine #fashion #clothingbrand,239,6,3,36.0,1,7232,Mixed,True,True,True,False,True,True,0,0.48864864864864865,avg_view_rate
EUROMODA,Fashion,14800,1695513600000,Sunday,September,reel,EUROMODA: A Style That Stays! 📍رام الله مول - b2 شارع الإرسال خدمة التوصيل للضفة والداخل #ramallah #fashion #clothingstore #trendyclothes #fallfashion,165,5,1,236.0,1,45000,Mixed,True,True,True,False,False,True,0,3.0405405405405403,high_view_rate
EUROMODA,Fashion,14800,1685750400000,Saturday,June,reel,Get your best Summer Outfits 🤍🌞 EUROMODA🌞🤍 #euromodapalestine #linen #ramallah #dress,101,4,4,15.0,1,2282,English,True,True,True,False,False,False,0,0.1541891891891892,avg_view_rate
EUROMODA,Fashion,14800,1685145600000,Saturday,May,reel,LINEN PANTS perfect for the hot summer weather ✨🌞🌻 SS23EUROMODA,73,0,3,59.0,1,4642,English,False,True,False,False,False,False,0,0.31364864864864866,avg_view_rate
EUROMODA,Fashion,14800,1684281600000,Wednesday,May,reel,cargo pants styled in multiple outfits 🍂 perfect for day to day outfits 🍂🤎 SS2023,90,0,3,68.0,1,39800,English,False,True,False,False,False,False,0,2.689189189189189,high_view_rate
EUROMODA,Fashion,14800,1683417600000,Sunday,May,reel,SS23 🌞🌷SUMMER COLLECTION 🌞🌷 shop our new collection for all your upcoming events 🌸💐,95,0,8,77.0,1,4788,English,True,True,False,False,False,False,0,0.32351351351351354,avg_view_rate
Fashion strawberry,Fashion,6300,1767225600000,Thursday,January,reel,Brown formal women suit reel,30,0,0,25.0,0,2400,Arabic,False,False,False,False,False,True,0,0.38095238095238093,avg_view_rate
Fashion strawberry,Fashion,6300,1767657600000,Tuesday,January,reel,Chocolate brown outfit showcase,33,0,2,22.0,0,3300,Arabic,True,True,False,False,False,True,0,0.5238095238095238,avg_view_rate
Fashion strawberry,Fashion,6300,1768089600000,Sunday,January,reel,Black elegant women suit,25,0,0,19.0,0,4800,Arabic,False,False,False,False,False,True,0,0.7619047619047619,high_view_rate
Fashion strawberry,Fashion,6300,1768521600000,Friday,January,reel,Black outfit flatlay product reel,35,0,0,21.0,0,1000,Arabic,False,False,False,False,False,True,0,0.15873015873015872,avg_view_rate
Fashion strawberry,Fashion,6300,1768953600000,Wednesday,January,reel,Denim outfit modeling reel,27,0,0,24.0,0,316,Arabic,False,False,False,False,False,True,0,0.05015873015873016,low_view_rate
Fashion strawberry,Fashion,6300,1769385600000,Monday,January,reel,Formal black suit with size details,37,0,3,17.0,0,602,Arabic,True,True,False,False,False,True,0,0.09555555555555556,avg_view_rate
Fashion strawberry,Fashion,6300,1769817600000,Saturday,January,reel,Beige casual set special offer,32,0,4,21.0,0,1700,Arabic,True,True,False,False,False,True,0,0.2698412698412698,avg_view_rate
Fashion strawberry,Fashion,6300,1770249600000,Thursday,February,reel,Navy elegant blazer showcase,30,0,1,25.0,0,1200,Arabic,True,True,False,False,False,True,0,0.19047619047619047,avg_view_rate
Fashion strawberry,Fashion,6300,1770681600000,Tuesday,February,reel,Women formalwear collection promotional reel,45,0,0,25.0,0,2000,Arabic,True,True,True,False,False,True,1,0.31746031746031744,avg_view_rate
Ghazala__store غزالة ستور,Fashion,3100,1777939200000,Tuesday,May,reel,صباحك أنيق بالفستان الكلاسيكي الأسود ✨,38,0,1,3.0,1,652,Arabic,False,True,False,False,False,True,0,0.2103225806451613,avg_view_rate
Ghazala__store غزالة ستور,Fashion,3100,1777766400000,Sunday,May,reel,اللون الملوكي والفخامة مع بعض 🌺,31,0,1,3.0,1,355,Arabic,False,True,False,False,False,True,0,0.11451612903225807,avg_view_rate
Ghazala__store غزالة ستور,Fashion,3100,1777420800000,Wednesday,April,reel,الواحد لازم يختار الفستان المناسب 🤍,35,0,1,3.0,1,792,Arabic,False,True,False,False,False,True,0,0.25548387096774194,avg_view_rate
Ghazala__store غزالة ستور,Fashion,3100,1777680000000,Saturday,May,reel,طقم بجنن متوفر بعدة ألوان 🌸,29,0,1,1.0,0,973,Arabic,True,True,False,False,False,True,1,0.31387096774193546,avg_view_rate
Ghazala__store غزالة ستور,Fashion,3100,1776816000000,Wednesday,April,reel,فستان الجينز اللي رح تعتمديه بالصيف 🌸 واو شو بجنن متوفر بدرجتين 🌻,76,0,2,3.0,1,1000,Arabic,True,True,False,False,False,True,1,0.3225806451612903,avg_view_rate
Ghazala__store غزالة ستور,Fashion,3100,1776038400000,Monday,April,reel,Pov: فستانك يوم عرس أختك 🌼 واو متوفر منه عدة ألوان 🌸,62,0,2,3.0,1,792,Mixed,True,True,False,False,False,True,1,0.25548387096774194,avg_view_rate
Lujain fashion,Fashion,14000,1776384000000,Friday,April,reel,#سعرالعرض الطقم ب 30 شيقل والاربعة ب100 شيقل 🥰 #متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل,101,2,1,196.0,4,674,Arabic,True,True,True,False,False,True,0,0.04814285714285714,low_view_rate
Lujain fashion,Fashion,14000,1777334400000,Tuesday,April,reel,تشكيلة قمصان بأحلى الألوان 🎨 فقط ب 35 شيقل والثلاث 100 شيقل 🔥 #متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل,119,1,2,62.0,6,550,Arabic,True,True,True,False,False,True,0,0.039285714285714285,low_view_rate
Lujain fashion,Fashion,14000,1777334400000,Tuesday,April,reel,#تألقي_سيدتي ❤️💫❤️ فستان روعة بقصة ناعم وقماش بارد فقط ب 80 شيقل 🔥 #متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل #size_s_m_l_xl,146,3,4,25.0,0,863,Mixed,True,True,True,False,False,True,1,0.061642857142857145,low_view_rate
Lujain fashion,Fashion,14000,1777334400000,Tuesday,April,reel,#سعر_العرض50شيكل طقوم بقطعتين بالوان فخمة فقط ب 50 شيقل 🔥 #متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل,119,2,1,47.0,0,554,Arabic,True,True,True,False,False,True,0,0.03957142857142857,low_view_rate
Lujain fashion,Fashion,14000,1777420800000,Wednesday,April,reel,#سعر_العرض50شيكل طقوم بقطعتين بالوان فخمة فقط ب 50 شيقل 🔥 #متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل #size_m_l_xl_xxl,139,3,1,32.0,3,743,Mixed,True,True,True,False,False,True,0,0.05307142857142857,low_view_rate
Lujain fashion,Fashion,14000,1777680000000,Saturday,May,reel,بنطلون عملي مع حزام 😍 35 شيقل والثلاث 100 شيقل فقط #sizes_s_m_l_xl #خدمة_التوصيل_متوفرة_لكل_الخارطة,113,2,1,14.0,0,819,Mixed,True,True,True,False,False,True,0,0.0585,low_view_rate
Lujain fashion,Fashion,14000,1777766400000,Sunday,May,reel,بنطلون فخم مع لمسة ناعمة 😍 فقط ب 35 و3ب100 شيقل #Size_S_M_L_XL #lujain_fashion 🦋 #متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل,145,4,2,1.0,0,630,Mixed,True,True,True,False,False,True,0,0.045,low_view_rate
Lujain fashion,Fashion,14000,1777680000000,Saturday,May,reel,اكثر بنطلون مطلووووب 🫶😍 بلاطين التريند اللايكرا السكوش بس 25 شيقل 🔥 #size_S_M_L_XL #متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل,144,2,3,41.0,2,806,Mixed,True,True,True,False,False,True,0,0.05757142857142857,low_view_rate
Lujain fashion,Fashion,14000,1777680000000,Saturday,May,reel,قمصان ادم بالوان فخمة فقط ب 35 و3ب 100 شيقل 🔥 #size_S_M_L_XL #متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل,123,2,1,12.0,1,634,Mixed,True,True,True,False,False,True,0,0.04528571428571428,low_view_rate
Lujain fashion,Fashion,14000,1777766400000,Sunday,May,reel,#سعر_العرض50شيكل طقم كاجوال ناعم ومريح ✨,47,1,1,13.0,0,520,Arabic,True,True,False,False,False,True,0,0.037142857142857144,low_view_rate
Lujain fashion,Fashion,14000,1777766400000,Sunday,May,reel,بلاطين التريند اللايكرا زر فقط ب 25 شيقل 🔥 Sizes_S_M_L_XL# #متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل,119,2,1,2.0,0,828,Mixed,True,True,True,False,False,True,0,0.05914285714285714,low_view_rate
Mabella - مابيلا,Fashion,77000,1777593600000,Friday,May,reel,الجمال لا يتوقف في مابيلا ✨ الموديلات المميزة لإطلالة أنيقة ومناسبة لكل الأذواق. توصيل متوفر لكل مناطق الضفة والقدس والداخل. العنوان: الخليل - عين سارة الحرس - مقابل LC Waikiki,176,0,1,26.0,1,6600,Mixed,True,True,True,False,False,True,0,0.08571428571428572,low_view_rate
Mabella - مابيلا,Fashion,77000,1777766400000,Sunday,May,reel,الجمال لا يتوقف في مابيلا ✨ فستان سماوي أنيق بتطريز ناعم لإطلالة راقية ومميزة. توصيل متوفر لكل مناطق الضفة والقدس والداخل. العنوان: الخليل - عين سارة الحرس - مقابل LC Waikiki,174,0,1,31.0,1,2900,Mixed,True,True,True,False,False,True,0,0.03766233766233766,low_view_rate
Mabella - مابيلا,Fashion,77000,1777939200000,Tuesday,May,reel,الجمال لا يتوقف في مابيلا ✨ موديل أبيض بتفاصيل ناعمة وفخمة للمناسبات. توصيل متوفر لكل مناطق الضفة والقدس والداخل. العنوان: الخليل - عين سارة الحرس - مقابل LC Waikiki,165,0,1,10.0,0,3700,Mixed,True,True,True,False,False,True,0,0.048051948051948054,low_view_rate
Mabella - مابيلا,Fashion,77000,1777680000000,Saturday,May,reel,مجموعة خاصة بأرقى اختياراتكم ✨ موديل أبيض ناعم بتفاصيل أنيقة لإطلالة راقية. توصيل متوفر لكل مناطق الضفة والقدس والداخل. العنوان: الخليل - عين سارة الحرس - مقابل LC Waikiki,171,0,1,3.0,0,1600,Mixed,True,True,True,False,False,True,0,0.02077922077922078,low_view_rate
