business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,kind,engagement,engagement_rate,like_rate,comment_rate,view_rate,view_engagement_rate,week,is_video,is_reel,posting_time_bin,caption_length_bin,hashtags_count_bin,emoji_count_bin,engagement_level,business_size_bin,high_engagement,high_view_rate,high_comment_rate,cluster_id,cluster_label
Hijjawi Fashion - الحجاوي للأزياء,Fashion,257000.0,2026-03-13,0.0,Friday,3,reel,"Eid collection .. 🌙
Available now .. 2026

💫 للبنات اللي بيعشقوا التميز والرقي
طقم أنيق بتصميم عصري يناسب كل مناسباتك
📍 متوفر الآن في فرع نابلس - رفيديا - فوق البنك العربي
🚚 خدمة التوصيل متاحة لجميع المناطق",206,0,4,7.0,1.0,0.0,Arabic/English Mixed,True,True,0.0,True,True,False,True,0.0,,8.0,3.11284046692607e-05,2.7237354085603117e-05,3.891050583657587e-06,0.0,0.0,2026-03-09/2026-03-15,0,1,night,long,none,many,low,large,0,0,0,8,experimental formats
Hijjawi Fashion - الحجاوي للأزياء,Fashion,257000.0,2026-03-13,0.0,Friday,3,reel,"Eid collection .. 🌙
Available now .. 2026

🌸 طقم أنيق ومريح بتصميم عصري يليق بإطلالاتك
متوفر من نمرة 36-42
📍 متوفر الآن في فرع نابلس - رفيديا - فوق البنك العربي
🚚 خدمة التوصيل متاحة لجميع المناطق",195,0,4,5.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,True,False,True,0.0,,5.0,1.945525291828794e-05,1.945525291828794e-05,0.0,0.0,0.0,2026-03-09/2026-03-15,0,1,night,long,none,many,low,large,0,0,0,8,experimental formats
Hijjawi Fashion - الحجاوي للأزياء,Fashion,257000.0,2026-05-01,0.0,Friday,5,reel,"New collection .. ☀️
Summer Season .. Adam & Eve

فستان يمنحك الراحة والجاذبية بنفس الوقت مثالي لأيام الصيف ومناسباته 🤍☀️
اختاريه لتكوني مميزة بكل خطوة... لأن الأناقة تبدأ من التفاصيل
📍 متوفر الآن في آدم اند ايف - وسط البلد
🚚 خدمة التوصيل متاحة لجميع المناطق",258,0,5,6.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,6.0,2.334630350194553e-05,2.334630350194553e-05,0.0,0.0,0.0,2026-04-27/2026-05-03,0,1,night,long,none,many,low,large,0,0,0,8,experimental formats
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-05,0.0,Monday,5,reel,أجمل وأفخم القطع المميزة 😍 صبايا للعيد جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,91,0,1,8.0,0.0,225000.0,Arabic,True,True,0.0,True,False,False,True,1.0,,8.0,6.106870229007633e-05,6.106870229007633e-05,0.0,1.717557251908397,3.555555555555555e-05,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,1,0,1,community updates
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-05,0.0,Monday,5,reel,طقم عملي مريح جدا 38/48 ❤️🔥 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,80,0,2,0.0,0.0,1300.0,Arabic,True,True,0.0,True,False,False,True,1.0,,0.0,0.0,0.0,0.0,0.0099236641221374,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0,1,community updates
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة شغل يدوي مميز 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,78,0,1,4.0,0.0,401.0,Arabic,True,True,0.0,True,False,False,True,0.0,,4.0,3.0534351145038166e-05,3.0534351145038166e-05,0.0,0.00306106870229,0.0099750623441396,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0,1,community updates
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة شغل يدوي مميز 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,78,0,1,0.0,0.0,607.0,Arabic,True,True,0.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0046335877862595,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0,1,community updates
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة شغل يدوي مميز 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,78,0,1,6.0,1.0,693.0,Arabic,True,True,0.0,True,False,False,True,0.0,,7.0,5.34351145038168e-05,4.580152671755725e-05,7.633587786259541e-06,0.0052900763358778,0.0101010101010101,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0,1,community updates
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة شغل يدوي مميز 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,78,0,1,0.0,0.0,1100.0,Arabic,True,True,0.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0083969465648854,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0,1,community updates
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة شغل يدوي مميز 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,78,0,1,0.0,0.0,555.0,Arabic,True,True,0.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.004236641221374,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0,1,community updates
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة شغل يدوي مميز 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,78,0,1,0.0,0.0,783.0,Arabic,True,True,0.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0059770992366412,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0,1,community updates
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة جلد مكفول تشكيلة مميزة 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,87,0,1,4.0,0.0,343.0,Arabic,True,True,0.0,True,False,False,True,0.0,,4.0,3.0534351145038166e-05,3.0534351145038166e-05,0.0,0.002618320610687,0.0116618075801749,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0,1,community updates
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة جلد مكفول تشكيلة مميزة 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,87,0,1,0.0,0.0,385.0,Arabic,True,True,0.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0029389312977099,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0,1,community updates
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة شغل يدوي مميز 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,78,0,1,0.0,0.0,443.0,Arabic,True,True,0.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0033816793893129,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0,1,community updates
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة شغل يدوي مميز 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,78,0,1,0.0,0.0,349.0,Arabic,True,True,0.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0026641221374045,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0,1,community updates
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة شغل يدوي مميز 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,78,0,1,0.0,0.0,398.0,Arabic,True,True,0.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0030381679389312,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0,1,community updates
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة شغل يدوي مميز 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,78,0,1,0.0,0.0,503.0,Arabic,True,True,0.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0038396946564885,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0,1,community updates
Shamsboutique,Fashion,739.0,2026-03-13,0.0,Friday,3,reel,"Pov: فستانك من شمس بوتيك بسعر 80 شيقل فقط 🦋
بجنن بنات فقط 80 شيقل 🤎",67,0,2,7.0,0.0,8800.0,Arabic/English Mixed,False,True,0.0,False,False,False,True,0.0,,7.0,0.0094722598105548,0.0094722598105548,0.0,11.907983761840324,0.0007954545454545,2026-03-09/2026-03-15,0,1,night,medium,none,few,high,small,1,1,0,1,community updates
Shamsboutique,Fashion,739.0,2026-03-14,0.0,Saturday,3,reel,فستان جنز بجنن متوفر بالدرجتين 🌸,32,0,1,4.0,0.0,1800.0,Arabic,False,True,0.0,False,False,False,True,0.0,,4.0,0.0054127198917456,0.0054127198917456,0.0,2.435723951285521,0.0022222222222222,2026-03-09/2026-03-15,0,1,night,short,none,few,high,small,1,1,0,1,community updates
Shamsboutique,Fashion,739.0,2026-03-15,0.0,Sunday,3,reel,"فستان أنيق قيمة الفخامة 🌸
متوفر ب 5 ألوان عرض أقل",49,0,1,4.0,0.0,1700.0,Arabic,False,True,0.0,False,False,False,True,0.0,,4.0,0.0054127198917456,0.0054127198917456,0.0,2.300405953991881,0.0023529411764705,2026-03-09/2026-03-15,0,1,night,short,none,few,high,small,1,1,0,1,community updates
Shamsboutique,Fashion,739.0,2026-03-16,0.0,Monday,3,reel,"أطقم ب سووت بجننو كتير ناعمين 🌸
متوفرين ب 6 ألوان عرض أقل",57,0,1,3.0,0.0,1200.0,Arabic,False,True,0.0,False,False,False,True,0.0,,3.0,0.0040595399188092,0.0040595399188092,0.0,1.6238159675236807,0.0025,2026-03-16/2026-03-22,0,1,night,short,none,few,medium,small,0,1,0,1,community updates
Shamsboutique,Fashion,739.0,2026-03-17,0.0,Tuesday,3,reel,"فستان ناعم جداً 🌸
متوفر ب 4 ألوان عرض أقل",41,0,1,4.0,0.0,1900.0,Arabic,False,True,0.0,False,False,False,True,0.0,,4.0,0.0054127198917456,0.0054127198917456,0.0,2.571041948579161,0.0021052631578947,2026-03-16/2026-03-22,0,1,night,short,none,few,high,small,1,1,0,1,community updates
Shamsboutique,Fashion,739.0,2026-03-18,0.0,Wednesday,3,reel,"الفستان اللي رح تتميزي فيه 🌻
متوفر ب 3 ألوان عرض أقل",52,0,1,0.0,0.0,1800.0,Arabic,False,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,2.435723951285521,0.0,2026-03-16/2026-03-22,0,1,night,short,none,few,low,small,0,1,0,1,community updates
Shamsboutique,Fashion,739.0,2026-03-19,0.0,Thursday,3,reel,بسط بلنات متوفر ب 6 ألوان خرافية 🌸,34,0,1,4.0,0.0,1100.0,Arabic,False,True,0.0,False,False,False,True,0.0,,4.0,0.0054127198917456,0.0054127198917456,0.0,1.4884979702300405,0.0036363636363636,2026-03-16/2026-03-22,0,1,night,short,none,few,high,small,1,1,0,1,community updates
Shamsboutique,Fashion,739.0,2026-03-20,0.0,Friday,3,reel,"Wooow 🧚‍♀️
التنسيقة الأجمل الحيرة متوفرة بلونين والتنورة منها 3 درجات",69,0,1,0.0,0.0,1200.0,Arabic/English Mixed,False,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,1.6238159675236807,0.0,2026-03-16/2026-03-22,0,1,night,medium,none,few,low,small,0,1,0,1,community updates
Shamsboutique,Fashion,739.0,2026-03-21,0.0,Saturday,3,reel,"Pov: لقيتي الترانش اللي بجمع بين الأناقة والراحة 🌻
بجنن متوفر ب 6 ألوان ولا أحلى 🌻",82,0,2,0.0,0.0,1100.0,Arabic/English Mixed,False,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,1.4884979702300405,0.0,2026-03-16/2026-03-22,0,1,night,medium,none,few,low,small,0,1,0,1,community updates
Shamsboutique,Fashion,739.0,2026-03-22,0.0,Sunday,3,reel,"الجاكيت الأكثر طلباً ❤️
متوفر ب 4 ألوان عرض أقل",47,0,1,13.0,6.0,1600.0,Arabic,False,True,0.0,False,False,False,True,0.0,,19.0,0.0257104194857916,0.0175913396481732,0.0081190798376184,2.165087956698241,0.011875,2026-03-16/2026-03-22,0,1,night,short,none,few,high,small,1,1,1,1,community updates
Shamsboutique,Fashion,739.0,2026-03-23,0.0,Monday,3,reel,"Pov: تنسيقتك الأنيقة من شمس بوتيك 🌸
بجنن التنسيقة بنات 🌸",56,0,2,0.0,0.0,1500.0,Arabic/English Mixed,False,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,2.029769959404601,0.0,2026-03-23/2026-03-29,0,1,night,short,none,few,low,small,0,1,0,1,community updates
Shamsboutique,Fashion,739.0,2026-03-27,0.0,Friday,3,reel,"Pov: طقمك الراقي من شمس بوتيك 🌻
متوفر ب 3 ألوان 🌻",49,0,2,0.0,0.0,1700.0,Arabic/English Mixed,False,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,2.300405953991881,0.0,2026-03-23/2026-03-29,0,1,night,short,none,few,low,small,0,1,0,1,community updates
Shamsboutique,Fashion,739.0,2026-05-05,0.0,Tuesday,5,reel,متوفر منه عدة ألوان 🌿,21,0,1,23.0,3.0,7081.0,Arabic,False,True,0.0,False,False,False,True,1.0,,26.0,0.0351826792963464,0.0311231393775372,0.0040595399188092,9.581867388362651,0.0036717977686767,2026-05-04/2026-05-10,0,1,night,short,none,few,high,small,1,1,1,1,community updates
Shamsboutique,Fashion,739.0,2026-05-04,0.0,Monday,5,reel,🌿🌿🌿,3,0,3,9.0,0.0,2485.0,Emoji Only,False,True,0.0,False,False,False,False,1.0,,9.0,0.0121786197564276,0.0121786197564276,0.0,3.3626522327469552,0.0036217303822937,2026-05-04/2026-05-10,0,1,night,short,none,few,high,small,1,1,0,1,community updates
جروان الدوار,Fashion,369000.0,2025-05-07,0.0,Wednesday,5,reel,فساتين الصيف بـ10 شيكل بس، جاروان دوّار نابلس,48,0,0,0.0,0.0,9900.0,Arabic,True,True,10.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0268292682926829,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0,1,community updates
جروان الدوار,Fashion,369000.0,2025-05-07,0.0,Wednesday,5,reel,الطقم الصيفي كتان مع شميز وبدلة للموسم بسعر 40 شيكل,60,0,0,0.0,0.0,9400.0,Arabic,True,True,40.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0254742547425474,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0,5,cluster_9
جروان الدوار,Fashion,369000.0,2025-05-07,0.0,Wednesday,5,reel,طقم العيد قميص وبنطلون خامة ممتازة بسعر 40 شيكل,55,0,0,0.0,0.0,6800.0,Arabic,True,True,40.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0184281842818428,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0,5,cluster_9
جروان الدوار,Fashion,369000.0,2025-05-07,0.0,Wednesday,5,reel,طقم بناتي للصبايا بسعر 25 شيكل,34,0,0,0.0,0.0,7300.0,Arabic,True,True,25.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0197831978319783,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0,1,community updates
جروان الدوار,Fashion,369000.0,2025-05-06,0.0,Tuesday,5,reel,أحلى لون بـ30 شيكل، تنورة منقطة للصيف,42,0,0,0.0,0.0,10000.0,Arabic,True,True,30.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.02710027100271,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0,5,cluster_9
جروان الدوار,Fashion,369000.0,2025-05-06,0.0,Tuesday,5,reel,بجامة الطفلة 25 شيكل، بتجنن للصيف,38,0,0,0.0,0.0,13000.0,Arabic,True,True,25.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.035230352303523,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0,1,community updates
جروان الدوار,Fashion,369000.0,2025-05-06,0.0,Tuesday,5,reel,بجامة الستان بـ20 شيكل، خامة مريحة وألوان حلوة,52,0,0,0.0,0.0,27000.0,Arabic,True,True,20.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.073170731707317,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0,1,community updates
جروان الدوار,Fashion,369000.0,2025-05-06,0.0,Tuesday,5,reel,بناطيل قماش للصيف بألوان مختلفة، السعر 15 شيكل,52,0,0,0.0,0.0,3300.0,Arabic,True,True,15.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0089430894308943,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0,1,community updates
جروان الدوار,Fashion,369000.0,2025-05-05,0.0,Monday,5,reel,طقم العيد بناتي قماش مرتب بسعر 40 شيكل، توصيل للضفة والداخل,68,0,0,0.0,0.0,2400.0,Arabic,True,True,40.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0065040650406504,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,none,low,large,0,0,0,5,cluster_9
جروان الدوار,Fashion,369000.0,2025-05-05,0.0,Monday,5,reel,بجامة صبايا بـ25 شيكل، ألوان صيفية وخامة مريحة,52,0,0,0.0,0.0,2900.0,Arabic,True,True,25.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0078590785907859,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0,1,community updates
جروان الدوار,Fashion,369000.0,2025-05-04,0.0,Sunday,5,reel,بجامات صيفية للأطفال بألوان ونقشات مختلفة، السعر مناسب والعرض متوفر,72,0,0,0.0,0.0,3500.0,Arabic,True,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0094850948509485,0.0,2025-04-28/2025-05-04,0,1,night,medium,none,none,low,large,0,0,0,1,community updates
جروان الدوار,Fashion,369000.0,2025-05-04,0.0,Sunday,5,reel,تشكيلة ملابس صيفية جديدة للصبايا، خامات مرتبة وأسعار منافسة,65,0,0,0.0,0.0,6200.0,Arabic,True,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0168021680216802,0.0,2025-04-28/2025-05-04,0,1,night,medium,none,none,low,large,0,0,0,1,community updates
جروان الدوار,Fashion,369000.0,2025-05-05,0.0,Monday,5,reel,زي كل مرة بنرجعلكم بأجدد ترندات العيد، أناقة ودلع بس 30 شيكل، لبكرة داخل جروان الدوار، عرض أقل,104,0,0,0.0,0.0,11000.0,Arabic,True,True,30.0,True,False,False,True,1.0,,0.0,0.0,0.0,0.0,0.029810298102981,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,none,low,large,0,0,0,5,cluster_9
جروان الدوار,Fashion,369000.0,2025-05-04,0.0,Sunday,5,reel,طقم العيد 40 شيكل لخامة راقية، عروض العيد مستمرة داخل جروان الدوار، توصيل للضفة والداخل,94,0,0,0.0,0.0,11000.0,Arabic,True,True,40.0,True,False,False,True,1.0,,0.0,0.0,0.0,0.0,0.029810298102981,0.0,2025-04-28/2025-05-04,0,1,night,medium,none,none,low,large,0,0,0,5,cluster_9
99streetwear,Fashion,5200.0,2026-05-07,0.0,Thursday,5,reel,"بلوزة سادة نص اوفر سايز متوفرة ب 6 الوان 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",122,0,3,0.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-04/2026-05-10,0,1,night,medium,none,few,low,small,0,0,0,1,community updates
99streetwear,Fashion,5200.0,2026-05-06,0.0,Wednesday,5,reel,"بلوزة اولد مني خامة ممتازة 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",108,0,3,1.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,1.0,0.0001923076923076,0.0001923076923076,0.0,0.0,0.0,2026-05-04/2026-05-10,0,1,night,medium,none,few,low,small,0,0,0,1,community updates
99streetwear,Fashion,5200.0,2026-05-06,0.0,Wednesday,5,reel,"قميص اوفر سايز خامة ممتازة متوفر بلونين 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",121,0,3,1.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,1.0,0.0001923076923076,0.0001923076923076,0.0,0.0,0.0,2026-05-04/2026-05-10,0,1,night,medium,none,few,low,small,0,0,0,1,community updates
99streetwear,Fashion,5200.0,2026-05-05,0.0,Tuesday,5,reel,"بلوزة اوفر سايز خامة جداً ممتازة متوفرة ب 4 الوان مميزة 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",137,0,3,1.0,1.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,2.0,0.0003846153846153,0.0001923076923076,0.0001923076923076,0.0,0.0,2026-05-04/2026-05-10,0,1,night,medium,none,few,medium,small,0,0,1,1,community updates
99streetwear,Fashion,5200.0,2026-05-04,0.0,Monday,5,reel,"بنطلون باجي خامة جداً مميزة متوفر ب 12 لون 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",124,0,3,2.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,2.0,0.0003846153846153,0.0003846153846153,0.0,0.0,0.0,2026-05-04/2026-05-10,0,1,night,medium,none,few,medium,small,0,0,0,1,community updates
99streetwear,Fashion,5200.0,2026-05-04,0.0,Monday,5,reel,"بنطلون خامة مميزة 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",99,0,3,3.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,3.0,0.000576923076923,0.000576923076923,0.0,0.0,0.0,2026-05-04/2026-05-10,0,1,night,medium,none,few,medium,small,0,0,0,1,community updates
99streetwear,Fashion,5200.0,2026-05-07,0.0,Thursday,5,reel,"قميص اوفر سايز متوفر بالاخضر والبيج 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",117,0,3,3.0,0.0,4400.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,3.0,0.000576923076923,0.000576923076923,0.0,0.8461538461538461,0.0006818181818181,2026-05-04/2026-05-10,0,1,night,medium,none,few,medium,small,0,1,0,1,community updates
99streetwear,Fashion,5200.0,2026-05-07,0.0,Thursday,5,reel,"بلوزة مخططة خامة مميزة 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",104,0,3,9.0,2.0,5300.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,11.0,0.0021153846153846,0.0017307692307692,0.0003846153846153,1.0192307692307692,0.0020754716981132,2026-05-04/2026-05-10,0,1,night,medium,none,few,medium,small,0,1,1,1,community updates
99streetwear,Fashion,5200.0,2026-05-07,0.0,Thursday,5,reel,"بلوزة اولد مني خامة مميزة 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",107,0,3,4.0,0.0,2600.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,4.0,0.0007692307692307,0.0007692307692307,0.0,0.5,0.0015384615384615,2026-05-04/2026-05-10,0,1,night,medium,none,few,medium,small,0,1,0,1,community updates
Baby Bump,Fashion,15000.0,2026-04-08,0.0,Wednesday,4,reel,"فستان واحد بخلي كل مناسبة أجمل — تألقي كأم منتظرة

فستان حمل مريح وخفيف مع طبقات ناعمة تمنح حركة ساحرة وشكل جميل للبطن، مثال للظهور بالمناسبات أو للبس اليومي المميز

اشتريه من baby bump

رام الله، وسط البلد، شارع الزهراء (مقابل هارموني، بجانب بيت الرياضة، قرب نوتيلا شوي)

توصيل لكافة مناطق البلاد.

للحجز: 0599940448",317,0,0,3.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,0.0,,3.0,0.0002,0.0002,0.0,0.0,0.0,2026-04-06/2026-04-12,0,1,night,long,none,none,low,medium,0,0,0,8,experimental formats
Baby Bump,Fashion,15000.0,2026-04-08,0.0,Wednesday,4,reel,"جينز حمل يحفظ شكلك و يعطيكي راحة كل يوم!

جينز دنيم بخصر مرتفع وبطن داعم مطاطي يضم البطن بدون ضغط

قصة مستقيمة عملية للمشاوير والعمل.

متوفر الآن في baby bump

رام الله، وسط البلد، شارع الزهراء (مقابل هارموني، بجانب بيت الرياضة، قرب نوتيلا شوي)

توصيل لكافة مناطق البلاد

للحجز: 0599940448",289,0,0,21.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,0.0,,21.0,0.0014,0.0014,0.0,0.0,0.0,2026-04-06/2026-04-12,0,1,night,long,none,none,medium,medium,0,0,0,8,experimental formats
Baby Bump,Fashion,15000.0,2026-04-08,0.0,Wednesday,4,reel,"قطعة أساسية في خزانة الحامل — سهلة، ناعمة، متوفرة!

بلوزة قطن ناعمة مناسبة للتركيبات اليومية والراحة طوال اليوم.

متوفرة بالألوان الثلاثة: أبيض، زهري، أزرق

وبمقاسات M-XXL

اشتريها من baby bump — رام الله، شارع الزهراء (قريب نوتيلا شوب).

خدمة توصيل لكافة مناطق البلاد

للحجز والاستفسار: 0599940448",298,0,0,9.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,0.0,,9.0,0.0006,0.0006,0.0,0.0,0.0,2026-04-06/2026-04-12,0,1,night,long,none,none,medium,medium,0,0,0,8,experimental formats
Baby Bump,Fashion,15000.0,2026-04-08,0.0,Wednesday,4,reel,"القماش اللي يناسب كل حركة حامل — نعومة وتمدد مثالي!

بنطلون فل لايكرا (ثابت) بخصر مرتفع وبطن داعم — قماشه مطاطي بالكامل يضم البطن ويعطي دعم وراحة طوال اليوم

متوفر بالأسود والكحلي.

مقاسات S-XXL.

متوفر الآن في baby bump — رام الله، وسط البلد، شارع الزهراء (مقابل هارموني، بجانب بيت الرياضة، قريب نوتيلا شوي)

توصيل لكافة مناطق البلاد.

للحجز: 0599940448",354,0,0,35.0,2.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,0.0,,37.0,0.0024666666666666,0.0023333333333333,0.0001333333333333,0.0,0.0,2026-04-06/2026-04-12,0,1,night,long,none,none,medium,medium,0,0,1,8,experimental formats
